Order Date,Customer Name,Region,Category,Sales,Profit
2025-03-25 11:44:21.062245,Customer_433,West,Furniture,825.6580354855273,99.50347852408274
2025-03-25 11:44:21.062245,Customer_86,West,Furniture,343.5619467213382,58.57420042788455
2025-03-25 11:44:21.062245,Customer_186,West,Technology,631.2122649998786,180.70845173375028
2025-03-26 11:44:21.062245,Customer_348,South,Technology,417.35076820300236,121.298471786251
2025-03-26 11:44:21.062245,Customer_301,East,Furniture,1914.4590698676195,292.2439560338072
2025-03-26 11:44:21.062245,Customer_253,West,Technology,85.07685656615593,20.629697677860918
2025-03-26 11:44:21.062245,Customer_314,South,Office Supplies,845.5270743011665,278.28637071254656
2025-03-26 11:44:21.062245,Customer_432,North,Technology,433.67961645972844,107.4436067508106
2025-03-26 11:44:21.062245,Customer_332,North,Technology,1708.234992634426,352.42505275151336
2025-03-26 11:44:21.062245,Customer_59,West,Furniture,157.93208897528564,23.490761429803015
2025-03-27 11:44:21.062245,Customer_374,West,Furniture,205.32515885982465,34.32611804876902
2025-03-27 11:44:21.062245,Customer_127,South,Office Supplies,1865.2513815242876,495.0674014417402
2025-03-27 11:44:21.062245,Customer_149,West,Technology,564.8250498401914,144.31312062182977
2025-03-27 11:44:21.062245,Customer_497,South,Furniture,210.74488043703198,36.58111357334522
2025-03-27 11:44:21.062245,Customer_176,East,Technology,363.1761355378156,101.524505759233
2025-03-27 11:44:21.062245,Customer_454,South,Technology,1260.596666836489,284.44658073172315
2025-03-28 11:44:21.062245,Customer_222,East,Technology,1709.4573452546358,505.8933629480362
2025-03-28 11:44:21.062245,Customer_63,West,Technology,839.0578054581937,246.12716088948937
2025-03-28 11:44:21.062245,Customer_44,West,Furniture,1924.6958167802447,240.1622938429368
2025-03-28 11:44:21.062245,Customer_117,North,Office Supplies,490.2379960063048,176.31047561466306
2025-03-28 11:44:21.062245,Customer_476,West,Technology,1618.3941902632578,369.470908078725
2025-03-28 11:44:21.062245,Customer_1,South,Furniture,1854.3119798466525,239.4481888194804
2025-03-28 11:44:21.062245,Customer_452,North,Office Supplies,570.9722620465803,196.200676879689
2025-03-28 11:44:21.062245,Customer_130,East,Technology,1732.779890627177,456.43015524973714
2025-03-29 11:44:21.062245,Customer_125,South,Office Supplies,1070.4203026335404,368.0097258784253
2025-03-29 11:44:21.062245,Customer_113,East,Furniture,516.5547823653546,81.646525669005
2025-03-29 11:44:21.062245,Customer_249,South,Furniture,385.72894267766577,65.70951962846179
2025-03-29 11:44:21.062245,Customer_61,North,Office Supplies,1699.63224939214,443.0717877906573
2025-03-29 11:44:21.062245,Customer_202,East,Technology,1561.8972632775362,372.6394048429111
2025-03-30 11:44:21.062245,Customer_356,West,Technology,1651.994376884888,476.05894045913914
2025-03-30 11:44:21.062245,Customer_324,South,Technology,145.84762601318522,29.416318979968615
2025-03-30 11:44:21.062245,Customer_366,South,Technology,1622.6670949052282,398.7816102584713
2025-03-30 11:44:21.062245,Customer_328,North,Technology,736.4323358786627,181.90585365268942
2025-03-30 11:44:21.062245,Customer_260,West,Office Supplies,1267.52676095104,307.5765171143572
2025-03-31 11:44:21.062245,Customer_408,West,Technology,1528.690103560511,306.40209405517567
2025-03-31 11:44:21.062245,Customer_473,South,Technology,1131.910303181447,297.29461570410166
2025-03-31 11:44:21.062245,Customer_265,South,Furniture,615.2673250910264,87.36157045773467
2025-03-31 11:44:21.062245,Customer_284,South,Office Supplies,1252.098712546155,363.2168772383402
2025-03-31 11:44:21.062245,Customer_283,West,Technology,1397.3551642225138,374.3024624189209
2025-03-31 11:44:21.062245,Customer_183,South,Technology,1405.6330964212618,354.22228778930463
2025-03-31 11:44:21.062245,Customer_157,East,Technology,1825.7538808773636,453.2444217765648
2025-03-31 11:44:21.062245,Customer_462,North,Furniture,1300.468133050896,158.131923138995
2025-03-31 11:44:21.062245,Customer_450,South,Technology,1564.1494185655501,344.9374823987189
2025-03-31 11:44:21.062245,Customer_485,South,Technology,1416.9719708353293,361.41475516848084
2025-04-01 11:44:21.062245,Customer_188,East,Technology,1555.574571568506,313.3358052806242
2025-04-01 11:44:21.062245,Customer_311,West,Technology,435.07348818708186,116.3903990567803
2025-04-01 11:44:21.062245,Customer_76,East,Office Supplies,537.2808325402552,163.62906192316152
2025-04-01 11:44:21.062245,Customer_436,West,Technology,730.0844324223723,195.64882137940486
2025-04-01 11:44:21.062245,Customer_387,West,Furniture,156.69264092559789,19.61584171276428
2025-04-01 11:44:21.062245,Customer_353,West,Technology,1970.583793732964,452.36766449063015
2025-04-02 11:44:21.062245,Customer_139,West,Furniture,1621.0669891332732,230.52440959320447
2025-04-02 11:44:21.062245,Customer_279,West,Technology,1986.650502000813,406.57627404953695
2025-04-02 11:44:21.062245,Customer_321,West,Office Supplies,1667.8539265169354,469.62086885573535
2025-04-02 11:44:21.062245,Customer_474,South,Technology,1392.3825168832457,311.74117552153376
2025-04-02 11:44:21.062245,Customer_236,South,Office Supplies,835.2088560952958,299.59131175672496
2025-04-02 11:44:21.062245,Customer_183,East,Technology,464.8175839540325,119.54403265310728
2025-04-02 11:44:21.062245,Customer_344,East,Furniture,1505.195973035262,223.11862504063046
2025-04-02 11:44:21.062245,Customer_235,North,Technology,240.82115529707758,69.94903927366016
2025-04-02 11:44:21.062245,Customer_456,West,Furniture,1355.8837463033813,182.8414217667021
2025-04-02 11:44:21.062245,Customer_294,East,Furniture,1681.6228879803823,203.61472424610562
2025-04-03 11:44:21.062245,Customer_454,North,Technology,932.0884250334966,202.70207064695657
2025-04-03 11:44:21.062245,Customer_17,West,Technology,1070.9061080213091,229.9796391141862
2025-04-03 11:44:21.062245,Customer_109,North,Technology,1801.3414776901134,521.892457262853
2025-04-03 11:44:21.062245,Customer_365,North,Office Supplies,1756.0496074659561,465.78581296409203
2025-04-03 11:44:21.062245,Customer_328,South,Technology,1723.820343103334,511.7399722567744
2025-04-03 11:44:21.062245,Customer_283,West,Office Supplies,1042.7095657046186,337.07221955797365
2025-04-03 11:44:21.062245,Customer_248,East,Office Supplies,123.22702411708893,37.29157980555493
2025-04-03 11:44:21.062245,Customer_47,West,Furniture,1002.203803510398,133.41779944900867
2025-04-04 11:44:21.062245,Customer_419,North,Technology,919.0989909811556,197.38127354999753
2025-04-04 11:44:21.062245,Customer_201,East,Technology,1275.6608602137792,342.75554060448997
2025-04-04 11:44:21.062245,Customer_469,North,Office Supplies,586.7104065656888,210.54914278552687
2025-04-05 11:44:21.062245,Customer_196,North,Technology,1368.9592872070743,311.95239149595614
2025-04-05 11:44:21.062245,Customer_211,West,Office Supplies,406.72387650421445,129.03307819410165
2025-04-05 11:44:21.062245,Customer_218,West,Furniture,1250.6658042180868,212.1667635798872
2025-04-05 11:44:21.062245,Customer_325,East,Furniture,495.51957303819626,83.69939173354427
2025-04-05 11:44:21.062245,Customer_72,West,Office Supplies,612.1768188807998,149.95273554747934
2025-04-05 11:44:21.062245,Customer_465,West,Office Supplies,1064.2250582796692,258.7724179527543
2025-04-05 11:44:21.062245,Customer_406,East,Technology,85.21742853192302,17.250054960468184
2025-04-06 11:44:21.062245,Customer_161,West,Office Supplies,1358.8820348753195,345.38234625628576
2025-04-06 11:44:21.062245,Customer_323,South,Furniture,850.0709657406958,119.4277999344276
2025-04-06 11:44:21.062245,Customer_369,South,Furniture,1235.034126042659,161.75913795646878
2025-04-07 11:44:21.062245,Customer_452,West,Technology,1395.5503566842767,398.0315806758563
2025-04-07 11:44:21.062245,Customer_420,South,Furniture,481.8292381778278,76.90338386958514
2025-04-07 11:44:21.062245,Customer_425,South,Technology,667.3662178006097,173.53210319133973
2025-04-08 11:44:21.062245,Customer_251,South,Office Supplies,1651.10280589657,582.377315035594
2025-04-08 11:44:21.062245,Customer_389,South,Office Supplies,1940.4108648079007,580.5111761365611
2025-04-08 11:44:21.062245,Customer_376,North,Technology,716.0607842413365,203.26849880671455
2025-04-08 11:44:21.062245,Customer_132,East,Furniture,1130.8863764035075,137.76497962225167
2025-04-08 11:44:21.062245,Customer_196,North,Technology,1676.570388020991,383.04174318078975
2025-04-08 11:44:21.062245,Customer_70,East,Furniture,1610.2976643639136,253.8457532893951
2025-04-09 11:44:21.062245,Customer_64,West,Furniture,964.1969681297205,149.92353802582923
2025-04-09 11:44:21.062245,Customer_445,West,Furniture,436.50221720926334,59.19134403314861
2025-04-09 11:44:21.062245,Customer_310,South,Furniture,311.5332642840908,46.15658083804235
2025-04-09 11:44:21.062245,Customer_184,North,Technology,751.5893560947627,158.61613154551222
2025-04-10 11:44:21.062245,Customer_245,West,Technology,437.8388207291339,97.52819848429982
2025-04-10 11:44:21.062245,Customer_497,South,Technology,1898.9870881489815,480.953740601535
2025-04-10 11:44:21.062245,Customer_213,East,Office Supplies,984.8608073228488,331.63204161901155
2025-04-10 11:44:21.062245,Customer_19,West,Technology,1487.8772954598091,302.1544279915151
2025-04-10 11:44:21.062245,Customer_467,North,Furniture,1756.9739634881046,243.24593293151813
2025-04-10 11:44:21.062245,Customer_153,East,Furniture,1078.61709188861,189.93145979681515
2025-04-11 11:44:21.062245,Customer_258,West,Technology,1633.7501952208654,344.80030392032666
2025-04-11 11:44:21.062245,Customer_498,East,Technology,1672.8662580814612,408.0472960095574
2025-04-11 11:44:21.062245,Customer_147,North,Office Supplies,674.3631278379079,239.9741869679938
2025-04-11 11:44:21.062245,Customer_113,West,Office Supplies,839.4767847553815,263.48946138810345
2025-04-11 11:44:21.062245,Customer_173,East,Furniture,982.0991128559073,144.92738208271714
2025-04-12 11:44:21.062245,Customer_290,North,Furniture,1475.8811642528303,197.22050167381573
2025-04-12 11:44:21.062245,Customer_72,West,Furniture,1631.1148210564284,245.17872228271824
2025-04-13 11:44:21.062245,Customer_421,West,Office Supplies,76.3586798144541,20.419003967038584
2025-04-13 11:44:21.062245,Customer_404,East,Technology,537.6608143821866,135.89719688275702
2025-04-13 11:44:21.062245,Customer_476,South,Office Supplies,232.95265117111416,71.63767962934452
2025-04-13 11:44:21.062245,Customer_196,North,Office Supplies,574.6518460472178,159.3758004277558
2025-04-13 11:44:21.062245,Customer_277,North,Office Supplies,1972.5491849915345,543.842878988127
2025-04-13 11:44:21.062245,Customer_399,East,Furniture,841.9144619799879,112.82706866871905
2025-04-13 11:44:21.062245,Customer_20,East,Office Supplies,192.94634532175368,60.1677055766945
2025-04-13 11:44:21.062245,Customer_84,West,Technology,126.20343770381261,35.97135435402821
2025-04-13 11:44:21.062245,Customer_3,East,Technology,1373.6370334074777,345.2246215851037
2025-04-14 11:44:21.062245,Customer_189,West,Office Supplies,296.08042750116135,86.48580081193668
2025-04-14 11:44:21.062245,Customer_248,South,Office Supplies,1892.6857740981484,495.21460293430306
2025-04-14 11:44:21.062245,Customer_20,South,Office Supplies,1391.4246783378824,483.6433322895656
2025-04-14 11:44:21.062245,Customer_233,South,Office Supplies,345.34236368080826,94.01741694837213
2025-04-14 11:44:21.062245,Customer_229,West,Technology,1349.7253719814983,274.8743226608427
2025-04-15 11:44:21.062245,Customer_458,West,Office Supplies,389.7108163892124,132.44375420286502
2025-04-15 11:44:21.062245,Customer_210,East,Technology,814.3370935352029,169.28586710103278
2025-04-15 11:44:21.062245,Customer_192,West,Technology,1527.5831417794727,419.11209167331924
2025-04-15 11:44:21.062245,Customer_45,East,Technology,842.1857371549644,204.4325386917901
2025-04-15 11:44:21.062245,Customer_433,South,Technology,518.6090050785151,128.38791437382687
2025-04-16 11:44:21.062245,Customer_430,West,Furniture,668.1518909818926,119.03456561403691
2025-04-16 11:44:21.062245,Customer_224,East,Furniture,455.2952567683156,67.26609844620178
2025-04-16 11:44:21.062245,Customer_463,South,Furniture,878.415639694956,125.59108931088744
2025-04-16 11:44:21.062245,Customer_282,West,Office Supplies,1539.728232834955,416.14770027367115
2025-04-16 11:44:21.062245,Customer_428,South,Office Supplies,1891.704191369974,624.9000375548931
2025-04-16 11:44:21.062245,Customer_450,South,Technology,1360.3534689577498,381.2478386279111
2025-04-17 11:44:21.062245,Customer_106,West,Technology,916.4867823901152,243.76740195989126
2025-04-17 11:44:21.062245,Customer_203,East,Technology,1652.2162010661414,363.8638037836276
2025-04-17 11:44:21.062245,Customer_143,East,Technology,1452.0879141676378,403.09624336258645
2025-04-17 11:44:21.062245,Customer_237,South,Office Supplies,1796.523193187195,537.7923303216918
2025-04-17 11:44:21.062245,Customer_149,West,Technology,640.2244602385716,135.18940807267867
2025-04-17 11:44:21.062245,Customer_427,East,Office Supplies,1688.780646404214,558.3982458276892
2025-04-17 11:44:21.062245,Customer_143,West,Technology,458.59251670274506,130.1037118835402
2025-04-17 11:44:21.062245,Customer_380,West,Technology,988.3168953764499,205.88635517346916
2025-04-18 11:44:21.062245,Customer_360,West,Furniture,1519.6770053088314,193.89378890022027
2025-04-19 11:44:21.062245,Customer_361,South,Office Supplies,312.2557076662295,111.60937254313869
2025-04-19 11:44:21.062245,Customer_425,North,Technology,300.7301780977548,76.37391270513714
2025-04-20 11:44:21.062245,Customer_371,South,Furniture,1456.510174498962,254.95828025037372
2025-04-20 11:44:21.062245,Customer_450,West,Furniture,248.4213305769807,36.056985092826594
2025-04-21 11:44:21.062245,Customer_73,East,Technology,993.2419731618908,234.15378023674128
2025-04-21 11:44:21.062245,Customer_50,East,Office Supplies,1296.6261716976421,347.4831109060832
2025-04-21 11:44:21.062245,Customer_239,East,Office Supplies,616.21801434774,167.57371450199224
2025-04-21 11:44:21.062245,Customer_340,East,Furniture,255.91687225097488,38.23293278452865
2025-04-22 11:44:21.062245,Customer_247,West,Furniture,1955.9747480418082,340.121808840337
2025-04-22 11:44:21.062245,Customer_169,West,Office Supplies,1674.758891517713,546.033419690109
2025-04-22 11:44:21.062245,Customer_367,West,Technology,1476.7752176355896,305.6031716595389
2025-04-22 11:44:21.062245,Customer_109,West,Technology,566.9238790664705,142.04764387490454
2025-04-22 11:44:21.062245,Customer_85,East,Office Supplies,1283.320794702381,447.5179567449157
2025-04-22 11:44:21.062245,Customer_414,East,Office Supplies,1117.4424917023891,330.84620799273995
2025-04-23 11:44:21.062245,Customer_162,South,Technology,1136.9870945654234,256.8092027542363
2025-04-23 11:44:21.062245,Customer_434,South,Technology,1788.0621744325886,417.17048492017676
2025-04-23 11:44:21.062245,Customer_436,North,Technology,672.1356632519744,147.33439928006422
2025-04-23 11:44:21.062245,Customer_413,West,Furniture,1270.891298874741,184.5235319941724
2025-04-23 11:44:21.062245,Customer_48,East,Office Supplies,703.9095647790101,234.86820341033484
2025-04-23 11:44:21.062245,Customer_159,South,Technology,1207.6147409593536,292.1688409440858
2025-04-23 11:44:21.062245,Customer_161,North,Office Supplies,1946.4188664856408,525.2829373288968
2025-04-24 11:44:21.062245,Customer_65,East,Technology,609.6242589695094,170.54497606879667
2025-04-24 11:44:21.062245,Customer_393,West,Office Supplies,637.7140017444004,183.33539307170017
2025-04-24 11:44:21.062245,Customer_353,West,Office Supplies,1215.345722318298,358.71165495225927
2025-04-24 11:44:21.062245,Customer_21,West,Technology,1080.041885067956,314.98581188425175
2025-04-24 11:44:21.062245,Customer_32,West,Technology,263.7907509436135,73.30923065358859
2025-04-24 11:44:21.062245,Customer_164,East,Technology,737.7476843309827,181.16252934992812
2025-04-25 11:44:21.062245,Customer_156,South,Technology,266.4398871475308,61.01719246309104
2025-04-25 11:44:21.062245,Customer_160,North,Office Supplies,1623.2173778873123,526.8565465718253
2025-04-25 11:44:21.062245,Customer_425,East,Office Supplies,1621.2960886185576,411.7968132755341
2025-04-25 11:44:21.062245,Customer_310,East,Office Supplies,769.5258446826251,232.0196721911318
2025-04-25 11:44:21.062245,Customer_36,South,Furniture,1709.9592763560174,281.9593353268433
2025-04-25 11:44:21.062245,Customer_262,South,Furniture,113.0303673858761,17.944458760810736
2025-04-26 11:44:21.062245,Customer_167,West,Furniture,1507.8143997939128,224.42823297422672
2025-04-26 11:44:21.062245,Customer_3,West,Technology,233.28231236237397,48.348855966925726
2025-04-26 11:44:21.062245,Customer_154,West,Technology,891.7374175803776,237.34957514792137
2025-04-26 11:44:21.062245,Customer_2,East,Technology,941.0307573015855,281.67177928678615
2025-04-26 11:44:21.062245,Customer_126,South,Furniture,620.7093192308771,99.11114169833739
2025-04-26 11:44:21.062245,Customer_124,East,Furniture,1456.2605730170606,217.62190527440615
2025-04-27 11:44:21.062245,Customer_161,West,Furniture,1144.8819902865198,177.7437862402403
2025-04-27 11:44:21.062245,Customer_152,East,Technology,211.33969179978953,60.764595393177885
2025-04-27 11:44:21.062245,Customer_424,South,Technology,1945.304148256621,393.04424517219223
2025-04-27 11:44:21.062245,Customer_390,West,Technology,1724.5664499379086,436.9226060068486
2025-04-27 11:44:21.062245,Customer_407,West,Office Supplies,289.69766599799686,90.5318699154711
2025-04-27 11:44:21.062245,Customer_418,West,Office Supplies,1681.277162780747,551.9771434136693
2025-04-27 11:44:21.062245,Customer_151,South,Office Supplies,1314.4870826537979,318.55635987723656
2025-04-27 11:44:21.062245,Customer_190,South,Office Supplies,1457.855075507135,421.88525817300575
2025-04-27 11:44:21.062245,Customer_406,West,Furniture,271.2512738278193,36.92458902978412
2025-04-27 11:44:21.062245,Customer_345,West,Office Supplies,629.9169975208799,200.20226311080057
2025-04-27 11:44:21.062245,Customer_303,West,Technology,1148.3488954600825,252.5124321007358
2025-04-27 11:44:21.062245,Customer_124,North,Technology,1620.9361631879135,459.7103458785694
2025-04-27 11:44:21.062245,Customer_494,South,Technology,400.3310833818497,106.75282260158332
2025-04-28 11:44:21.062245,Customer_494,West,Furniture,289.1246974571128,47.31983717686178
2025-04-28 11:44:21.062245,Customer_97,East,Technology,1225.206423841785,253.60447445826253
2025-04-28 11:44:21.062245,Customer_469,West,Office Supplies,823.6188209133524,257.8125872649157
2025-04-28 11:44:21.062245,Customer_112,West,Technology,85.842930061722,18.27627560748446
2025-04-28 11:44:21.062245,Customer_477,South,Technology,1426.470767129357,385.08212763921557
2025-04-28 11:44:21.062245,Customer_294,West,Furniture,1099.3672820362256,140.57931437424782
2025-04-28 11:44:21.062245,Customer_41,North,Technology,1565.5482823341617,345.6902812101018
2025-04-29 11:44:21.062245,Customer_76,West,Technology,206.0356260274747,49.277037878683586
2025-04-29 11:44:21.062245,Customer_412,South,Technology,129.16217133962815,27.114096235692912
2025-04-29 11:44:21.062245,Customer_434,West,Office Supplies,967.2245564004897,298.1884031312177
2025-04-29 11:44:21.062245,Customer_220,West,Furniture,1407.9067434394096,237.86769618681967
2025-04-29 11:44:21.062245,Customer_400,South,Technology,298.7578951603542,81.05955990659064
2025-04-29 11:44:21.062245,Customer_52,South,Furniture,435.02519332770686,64.60330270786204
2025-04-29 11:44:21.062245,Customer_485,South,Office Supplies,1868.65007198027,472.3707029768178
2025-04-30 11:44:21.062245,Customer_43,South,Technology,198.78978563945512,49.8492566558481
2025-04-30 11:44:21.062245,Customer_297,East,Technology,1511.7189101854865,307.61670382721616
2025-04-30 11:44:21.062245,Customer_136,South,Technology,1403.4410503854197,342.88592109417493
2025-04-30 11:44:21.062245,Customer_240,West,Technology,1550.8022195731262,437.71668721237
2025-04-30 11:44:21.062245,Customer_432,North,Furniture,1773.3359301431622,266.34766908586477
2025-04-30 11:44:21.062245,Customer_82,West,Technology,1291.801855354488,294.62250768408194
2025-04-30 11:44:21.062245,Customer_281,South,Office Supplies,1309.2303969791635,456.23746800908805
2025-05-01 11:44:21.062245,Customer_370,North,Technology,1966.8889962488988,588.005391240871
2025-05-01 11:44:21.062245,Customer_216,North,Technology,231.55895519136064,63.953973265625265
2025-05-02 11:44:21.062245,Customer_490,West,Technology,962.8767866479348,267.0513750132724
2025-05-02 11:44:21.062245,Customer_5,East,Technology,594.7231223158918,140.36430049311042
2025-05-02 11:44:21.062245,Customer_133,East,Office Supplies,134.1820671827358,46.27384232140868
2025-05-02 11:44:21.062245,Customer_224,East,Furniture,424.0804234719706,69.55241938181318
2025-05-02 11:44:21.062245,Customer_474,North,Office Supplies,1064.2629531801354,367.73226569684675
2025-05-02 11:44:21.062245,Customer_434,West,Office Supplies,834.4357964912954,298.22656693772876
2025-05-03 11:44:21.062245,Customer_305,North,Technology,1549.7600998392334,366.798132485466
2025-05-03 11:44:21.062245,Customer_216,East,Technology,1905.3131458302973,554.2220665111925
2025-05-03 11:44:21.062245,Customer_174,West,Furniture,776.5799519753056,107.74992439556836
2025-05-04 11:44:21.062245,Customer_278,North,Furniture,1925.6365049785973,343.03723427179193
2025-05-04 11:44:21.062245,Customer_445,East,Furniture,1856.7681724644021,298.6717667694732
2025-05-04 11:44:21.062245,Customer_84,South,Furniture,1592.1568713846993,280.03703935463915
2025-05-04 11:44:21.062245,Customer_143,East,Technology,1047.1112251024588,298.05342246378774
2025-05-04 11:44:21.062245,Customer_436,West,Technology,1266.7210433924279,333.51927522535556
2025-05-04 11:44:21.062245,Customer_455,East,Technology,1271.9843462281149,334.9531864615288
2025-05-04 11:44:21.062245,Customer_114,South,Office Supplies,1357.5539876868772,401.79149885436556
2025-05-05 11:44:21.062245,Customer_218,South,Office Supplies,989.5167129509357,303.0893819551392
2025-05-05 11:44:21.062245,Customer_300,West,Office Supplies,1276.8363262421224,322.492471758565
2025-05-05 11:44:21.062245,Customer_35,South,Technology,944.9909502274302,226.22965297463574
2025-05-05 11:44:21.062245,Customer_173,South,Office Supplies,723.4207569563439,189.23786939826056
2025-05-05 11:44:21.062245,Customer_113,East,Furniture,1934.1401651263498,242.36558335869051
2025-05-05 11:44:21.062245,Customer_460,South,Office Supplies,1612.2699309915592,408.5328804333993
2025-05-05 11:44:21.062245,Customer_65,East,Office Supplies,1461.7788702595983,397.41840401724875
2025-05-05 11:44:21.062245,Customer_132,South,Furniture,157.46379788430016,24.17422326253349
2025-05-06 11:44:21.062245,Customer_161,East,Furniture,624.4764992338893,77.40613585687274
2025-05-06 11:44:21.062245,Customer_39,East,Technology,1442.106820123366,359.59378164663417
2025-05-06 11:44:21.062245,Customer_5,North,Furniture,1335.7469051937458,175.09349060650203
2025-05-07 11:44:21.062245,Customer_490,North,Technology,745.3873801050529,172.09856212121628
2025-05-07 11:44:21.062245,Customer_69,West,Office Supplies,1569.0605181518736,476.73500648043836
2025-05-07 11:44:21.062245,Customer_426,East,Furniture,1136.1632723106009,191.0837714993891
2025-05-07 11:44:21.062245,Customer_149,South,Technology,1141.6016582505404,236.32501937991316
2025-05-08 11:44:21.062245,Customer_168,South,Office Supplies,898.6999001183766,293.64850361106534
2025-05-08 11:44:21.062245,Customer_56,West,Office Supplies,1537.0136699435282,455.63490073795293
2025-05-08 11:44:21.062245,Customer_375,East,Office Supplies,1072.414129763236,260.24562660540954
2025-05-09 11:44:21.062245,Customer_271,North,Technology,1539.0259808216265,350.5696340175075
2025-05-09 11:44:21.062245,Customer_450,West,Furniture,93.77603444108311,15.985315927725855
2025-05-09 11:44:21.062245,Customer_146,North,Office Supplies,272.6583714624077,89.90932652035247
2025-05-09 11:44:21.062245,Customer_126,South,Technology,1116.7728322909622,324.73697512706457
2025-05-09 11:44:21.062245,Customer_333,East,Office Supplies,1629.0522875996614,484.997585437361
2025-05-09 11:44:21.062245,Customer_27,North,Furniture,805.8680191447957,128.39487525531086
2025-05-09 11:44:21.062245,Customer_66,East,Office Supplies,1436.9683581853835,380.52540566170103
2025-05-09 11:44:21.062245,Customer_364,West,Office Supplies,1236.2825907367735,410.520215705901
2025-05-10 11:44:21.062245,Customer_43,West,Furniture,185.14378673656,31.21543993347237
2025-05-10 11:44:21.062245,Customer_96,North,Technology,1232.989983062942,327.9069857696609
2025-05-10 11:44:21.062245,Customer_331,West,Technology,1030.9353077361916,228.43508374493865
2025-05-10 11:44:21.062245,Customer_84,South,Office Supplies,1519.8721721185098,486.07935230302263
2025-05-11 11:44:21.062245,Customer_126,East,Office Supplies,1426.671268799096,496.2447525875841
2025-05-11 11:44:21.062245,Customer_102,South,Furniture,1717.4028526408918,212.40482578393966
2025-05-11 11:44:21.062245,Customer_378,West,Office Supplies,1275.424516389462,339.20694659408906
2025-05-11 11:44:21.062245,Customer_26,East,Technology,1921.5783835535437,511.40126033051143
2025-05-11 11:44:21.062245,Customer_146,South,Office Supplies,1793.655209302314,493.4432498498552
2025-05-11 11:44:21.062245,Customer_467,South,Furniture,969.1646445952947,173.97157879973716
2025-05-11 11:44:21.062245,Customer_281,North,Technology,847.0503374766294,211.72439614381818
2025-05-11 11:44:21.062245,Customer_92,North,Furniture,366.9055072763749,60.94021850329809
